Flag,Nombre,Direcciones,MAC,Tips,Mapas,Servicios caidos,Notas
activo,14087  SW 1 Rubi 1,10.123.10.11,24:A4:3C:3D:AF:19,Sw Ubiquiti 8,Nautico,,"Portero libra Domingo y Lunes,  Clemente  677696524, Presidente Jose Pedro, 150620  Portero libra Sabado y Domingo."
activo,Rubi - Arcosur,10.255.7.91,68:72:51:08:03:6A,PTP Ubiquiti 30d,Nautico,,
activo,Base 323 2,10.123.12.10,68:72:51:06:C9:54,Omni Ubiquiti,Nautico,,
activo,Mkt Ptp Rubi - Mar Mayor,10.255.132.5,"4C:5E:0C:57:66:9B, 4C:5E:0C:57:66:9C",MTK STX 5AC,Nautico,,
activo,Rubi Sino 24 - 1,10.123.17.9,APPROTECHN:0A:24:2D,Inyector DSLAM,Nautico,,Número de Serie:   000C0C0A242D
activo,C7 - M.Mayor,10.255.7.14,04:18:D6:A4:56:2A,PTP Ubiquiti 5AC,Arcosur,,
desconocido,Check Rubi 1,10.0.33.23,02:E6:9D:EF:E8:AC,Fallo red,Nautico,,
activo,Comyr - Horti MKT,10.255.10.50,4C:5E:0C:7C:0E:03,MTK STX 5AC,Comyr,,
activo,Horti - Comyr MKT,10.255.10.51,4C:5E:0C:6F:74:A1,MTK STX 5AC,Hortich,,"5750 Mhz, Conectado en la boca 1 de hermes"
activo,Hortichuela MKT,10.255.255.13,4C:5E:0C:6F:74:A3,MikroTik Device,Hortich,,
activo,Horti - Baños Ros,10.13.23.10,24:A4:3C:F6:79:3C,NanoBridge M5 oeste,Hortich,,
activo,Baños Ros - Horti,10.13.23.12,24:A4:3C:F2:17:03,NanoBridge M5 oeste,Hortich,,
activo,Polideportivo check,10.17.40.9,00:23:F8:05:AB:1B,Fallo red,Alcazares,,
activo,Base 243.3,10.17.40.251,24:A4:3C:9A:B5:92,Sectorial Ubiquiti,Alcazares,,
activo,Mikrotik Polideportivo,10.17.40.252,4C:5E:0C:32:B8:A4,MikroTik Device,Alcazares,,
activo,Base 13.0,10.13.27.10,24:A4:3C:9A:B6:A0,Omni Ubiquiti,Hortich,,
activo,QNAP NAS,10.254.254.99,ICPElectro:E4:54:6D,Servidor de noticias,Maq. Virtuales,,
activo,FileServer1,10.254.254.88,00:21:5A:D4:CE:7F,Servidor de noticias,Maq. Virtuales,,
activo,Central Troncal,185.44.24.6,MicrosoftC:FE:15:4F,Servidor Web,Maq. Virtuales,,
activo,Servidor Dude,169.254.201.254,A0:B3:CC:EA:CC:06,Servidor Dude,Maq. Virtuales,,
activo,Central Particulares,84.236.171.6,MicrosoftC:01:73:1A,Servidor Web,Maq. Virtuales,,
activo,Central empresas,84.236.171.5,MicrosoftC:FE:15:15,Servidor Web,Maq. Virtuales,,
activo,HV1,10.254.254.41,D4:85:64:C6:DC:C8,Servidor FTP,Maq. Virtuales,,
activo,HV2,10.254.254.42,D8:D3:85:AA:B3:38,Servidor FTP,Maq. Virtuales,,
activo,HV3,10.254.254.43,D8:D3:85:FD:38:9C,Servidor FTP,Maq. Virtuales,,
activo,HV4,10.254.254.44,D8:D3:85:AC:BA:54,Servidor FTP,Maq. Virtuales,,
activo,WHD Tickets,84.236.171.10,MicrosoftC:FE:2A:57,Servidor Dude,Maq. Virtuales,,
activo,Servidor Unifi,185.44.24.16,MicrosoftC:FE:2B:57,Servidor Dude,Maq. Virtuales,,
activo,Mikrotik Sanchez Arteco,10.255.255.14,4C:5E:0C:41:90:01,MikroTik Device,Arteco,,
activo,MKTHorti - tercia,10.255.13.10,4C:5E:0C:B8:EF:F0,PTP Ubiquiti 30d,Hortich,,5960 Mhz
activo,Comyr - Pesetos,10.255.10.3,02:27:22:DA:B7:A6,airFiber,Comyr,,
activo,Santa Ana,10.8.3.11,DC:9F:DB:29:5E:20,Sw Ubiquiti 5,Valero,,
activo,Navarro 3,10.17.1.13,24:A4:3C:3D:64:3D,Sw Ubiquiti 8,Navarro,,
activo,Navarro - Gregal,10.17.34.11,04:18:D6:2E:E0:3C,NanoBridge M5 oeste,Navarro,,
activo,Gregal - Navarro,10.17.34.14,24:A4:3C:D6:E2:CB,NanoBridge M5 este,Navarro,,
activo,Navarro - Caramelos,10.17.35.11,04:18:D6:2E:D7:52,NanoBridge M5 oeste,Navarro,,
activo,Caramelos - Navarro,185.44.27.139,04:18:D6:2E:D7:52,NanoBridge M5 oeste,Navarro,,
activo,Navarro - Alcaraz,10.17.36.11,04:18:D6:40:DF:02,NanoBridge M5 oeste,Navarro,,
activo,Alcaraz - Navarro,10.17.36.12,DC:9F:DB:8E:97:E6,NanoBridge M5 oeste,Navarro,,
activo,MKT Los infiernos,10.255.255.21,D4:CA:6D:BE:DC:C2,MikroTik Device,Infiernos,,
activo,Check Infiernos,10.21.4.8,00:23:CD:D3:6B:3B,Fallo red,Infiernos,,
activo,Base 243 1,10.17.40.250,68:72:51:06:C9:60,Omni Ubiquiti,Alcazares,,
desconocido,Fallo corriente,169.254.30.97,02:E6:9D:EF:E8:AC,Fallo red,Perin,,
activo,Fallo corriente,10.255.5.45,00:23:CD:D2:BD:BF,Fallo red,Perin,,
activo,C98 - C97,10.255.5.42,04:18:D6:36:A3:F2,NanoBridge M5 este,Perin,,
activo,HS Perin1,10.91.4.11,D4:CA:6D:06:7B:76,Wifi Hotspot,Perin,,
activo,Fallo corriente,10.255.5.53,00:23:CD:C3:AD:7F,Fallo red,Perin,,
activo,HS Perin2,10.91.3.11,D4:CA:6D:06:7D:D0,Wifi Hotspot,Perin,,
activo,Switch Perin98,10.255.5.44,24:A4:3C:3D:8F:AF,Sw Ubiquiti 5,Perin,,"1.-  Francisco Soriano - Perin 1 - Telef: 968.163.165, 2.-  Mariano (Yerno de Francisco ) Movil, 601.031.223"
activo,Base 9.08,10.91.8.10,68:72:51:04:CB:57,Omni Ubiquiti,Perin,,
activo,C98 - C99,10.255.5.50,04:18:D6:36:A4:1F,NanoBridge M5 oeste,Perin,,
activo,SW1 Perin99,10.255.5.52,DC:9F:DB:81:D7:F2,Sw Ubiquiti 5,Perin,,"Francisco de Perin 2, telefono 630.775.608  estan en casa a partir de las 7 horas."
activo,C99 - C98,10.255.5.51,04:18:D6:54:2A:C6,NanoBridge M5 este,Perin,,
activo,Base 9.09,10.91.9.10,68:72:51:06:CC:10,Omni Ubiquiti,Perin,,
activo,Perin Patricio - Perin Vecinos,10.255.5.43,04:18:D6:2E:E0:86,NanoBridge M5 oeste,Perin,,
activo,14027  SW 1 Cormoran 3,10.172.10.11,DC:9F:DB:28:AB:EA,Sw Ubiquiti 8,Cormoran,,"Portero jose 630480018 (libra miercoles, inyector 1 bloque 3 portal 2, Inyector Bloque 5 portal 2, inyector bloque 3 portal 2 sino 48, Horario portero 9:30-14:00   15:00-18:30"
activo,BASE 318 1,10.172.12.10,68:72:51:06:C9:64,Omni Ubiquiti,Cormoran,,
activo,BASE 318 2,10.172.13.10,68:72:51:06:CB:68,ubiquiti 17db,Cormoran,,
activo,Sw 2  Sotano,10.172.10.12,04:18:D6:07:5C:0A,Sw Ubiquiti 5,Cormoran,,
activo,Cormoran 3,10.39.24.9,AarohiComm:05:48:FA,Inyector DSLAM,Cormoran,,Cormorán 3 DSLAM1 Sino Telecom 48
activo,Sw 1  Bloq.5,10.173.20.11,04:18:D6:07:5B:00,Sw Ubiquiti 5,Cormoran,,
activo,SW1  Canteras Centro,10.57.10.11,24:A4:3C:3C:FB:E6,Sw Ubiquiti 5,Canteras,,Pepe Aznar (pollos) 666684608
activo,Base 57 3,10.57.13.10,24:A4:3C:9A:B4:2A,Sectorial Ubiquiti,Canteras,,
activo,C57 - C55,10.255.57.3,24:A4:3C:8A:A9:84,PTP Ubiquiti 30d,Canteras,,
activo,Base 57.2,10.57.12.10,24:A4:3C:9A:B4:3C,Sectorial Ubiquiti,Canteras,,
activo,Base 57 1,10.57.11.10,24:A4:3C:F4:06:49,Omni Ubiquiti,Canteras,,
activo,Base 11 09,10.119.12.10,68:72:51:06:CB:8D,Sectorial Ubiquiti,Pozo E.,,
activo,Base 11.08,10.119.13.10,DC:9F:DB:02:68:10,Sectorial Ubiquiti,Pozo E.,,
activo,Base 11 7,10.119.14.10,DC:9F:DB:02:68:CD,Sectorial Ubiquiti,Pozo E.,,
activo,MKT P. Ingles,10.255.255.119,"D4:CA:6D:FC:0E:B2, D4:CA:6D:FC:0E:B6",MTK RB951,Pozo E.,,
activo,P Ingles - Comyr,10.255.10.10,04:18:D6:A4:49:3C,PTP Ubiquiti 5AC,Pozo E.,,
activo,Comyr - P Ingles,10.255.10.11,04:18:D6:A4:55:61,PTP Ubiquiti 5AC,Comyr,,
activo,Cormoran 3 - Cormoran 5,10.255.172.6,04:18:D6:F8:C3:5A,NanoBridge M5 oeste,Cormoran,,
activo,Cormoran 5 - Cormoran 3,10.255.172.5,04:18:D6:F8:C7:72,NanoBridge M5 oeste,Cormoran,,
activo,Ingles Check,10.119.20.8,64:70:02:54:B3:89,Fallo red,Pozo E.,,
activo,AP PE P Ingles,10.119.15.12,D4:CA:6D:F7:AF:D6,Wifi Hotspot,Pozo E.,,
activo,Molinos Centro - Circuito,10.255.5.74,04:18:D6:2E:D7:10,NanoBridge M5 oeste,Molinos,,
activo,Circuito - Molinos Centro,10.58.10.11,24:A4:3C:3D:AD:DC,Sw Ubiquiti 8,Molinos,,"José María Niebla  Móvil, 630.637.330 -  Fijo casa padres: 868.081.207"
activo,Base 58 2,10.58.12.10,68:72:51:06:CA:D8,Sectorial Ubiquiti,Molinos,,
activo,Base 58 3,10.58.13.10,68:72:51:06:CB:7A,Sectorial Ubiquiti,Molinos,,
activo,Base 58 1,10.58.11.10,24:A4:3C:A8:78:61,Omni Ubiquiti,Molinos,,
activo,Molinos Centro - Calvario Sectorial,10.4.18.46,04:18:D6:24:AF:E2,NanoBridge M5 oeste,Molinos,,
activo,MKT Circuito,10.255.255.5,4C:5E:0C:E3:46:02,MikroTik Device,Circuito,,
activo,Switch CNO,10.255.5.4,DC:9F:DB:28:7A:E2,Sw Ubiquiti 5,Circuito,,
activo,SW 1 Restaurante,10.255.78.101,24:A4:3C:3D:64:19,Sw Ubiquiti 8,Villas,,
activo,Base 7.08,10.78.14.10,24:A4:3C:9A:B5:C8,Sectorial Ubiquiti,Villas,,
activo,Comyr - Cota,10.10.25.12,04:18:D6:36:7B:FC,NanoBridge M5 este,Comyr,,
activo,Cota - Comyr,10.10.25.11,04:18:D6:24:95:D6,NanoBridge M5 este,Comyr,,
activo,Central - NexPoint,10.10.26.11,04:18:D6:40:DF:C8,NanoBridge M5 este,Comyr,,
activo,NexPoint - Central,10.10.26.12,24:A4:3C:EA:9A:50,NanoBridge M5 este,Comyr,,
activo,Mecanizados - Comyr,10.10.33.12,DC:9F:DB:EC:17:9F,PTP Ubiquiti 30d,Comyr,,
activo,NX3 - Central,10.10.27.12,04:18:D6:24:AA:E4,PTP Ubiquiti 30d,Comyr,,"10846 NX3, Energi Word 968.878.406"
activo,Central - NX3,10.10.27.11,24:A4:3C:D6:D5:B8,PTP Ubiquiti 30d,Comyr,,"Puerto 17 SWITCH POE, SSID:   C10oct10846"
activo,Router RAAA73 Masculino,10.5.25.17,4C:5E:0C:B6:73:CE,,HotSpot EM,,
activo,Router RAAA73 Femenino,10.5.25.23,4C:5E:0C:BA:EF:DE,,HotSpot EM,,
activo,Calvario - Navantia,10.255.4.58,04:18:D6:A4:3E:68,PTP Ubiquiti 5AC,Calvario..,,
activo,Switch Agome Abajo,10.229.17.10,24:A4:3C:B3:07:56,Sw Ubiquiti 5,Agromed,,
activo,Navantia - Calvario,10.255.4.59,04:18:D6:8A:16:F1,PTP Ubiquiti 5AC,Calvario..,,
activo,Bionet - Pesetos,10.101.16.13,04:18:D6:26:34:7B,PTP Ubiquiti 30d,Pesetos,,Cliente 9646
activo,12189 DVM - Pesetos,10.101.17.12,04:18:D6:2E:D0:2C,NanoBridge M5 este,Pesetos,,
desconocido,Pesetos - Libre,10.101.13.251,04:18:D6:36:7A:47,NanoBridge M5 oeste,Pesetos,,
activo,Dslam Sino 8,10.22.4.9,00:B5:26:01:01:74,Inyector DSLAM,Roda,,
activo,Pesetos - Aljorra,10.255.101.5,04:18:D6:A4:3F:41,PTP Ubiquiti 5AC,Pesetos,,
activo,Circuito -Molinos Centro,10.255.5.75,04:18:D6:2E:D6:A6,PTP Ubiquiti 30d,Circuito,,
activo,SW Agromediterranea,10.229.10.11,DC:9F:DB:28:AB:FA,Sw Ubiquiti 8,Agromed,,
activo,Base 5.0 Omni,10.5.17.10,24:A4:3C:78:F0:EE,Omni Ubiquiti,Circuito,,
activo,Circuito - Tifon,10.5.16.11,04:18:D6:2E:EE:22,NanoBridge M5 este,Circuito,,
desconocido,SW Navantia,10.42.10.11,4C:5E:0C:0A:5A:1E,Sw Ubiquiti 5,Calvario..,,
activo,Base 4.7,10.4.17.10,00:27:22:80:22:76,Sectorial Ubiquiti,Calvario..,,Orientación máxima hacia el cementerio
activo,MKT Camachos,10.255.255.128,4C:5E:0C:C5:DB:F3,MikroTik Device,Camachos,,
activo,MKT BGP Mediterraneo,10.255.255.192,D4:CA:6D:AE:5D:DC,CCR1009-8G-1S,Beaza,,
activo,MKT Camachos BGP,10.255.255.192,D4:CA:6D:AE:5D:DC,CCR1009-8G-1S,CPD,,
activo,Camachos - Central,169.254.2.120,02:27:22:DA:8F:D8,airFiber,CPD,,
activo,Central - Camachos,169.254.1.120,02:27:22:DA:8F:BA,airFiber,CPD,,
activo,Santa Ana La Loma - Valero,10.255.8.35,04:18:D6:24:BB:98,NanoBridge M5 este,Valero,,
activo,SW S.ana La Loma,10.255.8.37,DC:9F:DB:29:5A:6F,Sw Ubiquiti 5,Valero,,"Pepe Gil, 617.323.290, vecino de Juan Martinez en Santa Ana"
activo,Fallo corriente,10.255.8.38,00:27:19:1C:52:8F,Fallo red,Valero,,
activo,MKT Los Pesetos,10.255.255.101,4C:5E:0C:7B:1D:15,CCR1009-8G-1S,Pesetos,,
activo,Control de flotas,84.236.171.12,MicrosoftC:FE:2A:58,Servidor Web,Centrales Virt.,,
activo,Equipo BGP ONO,62.81.85.25,A0:F3:E4:30:32:DF,,CPD,,
activo,14301 - SW 1 M. Mayor,10.255.132.102,04:18:D6:07:49:8F,Sw Ubiquiti 8,CostaManga,,Portero Pepe 629380385
activo,"M,Mayor - Arcosur",10.255.7.12,04:18:D6:A4:27:D0,PTP Ubiquiti 5AC,CostaManga,,
activo,M.Mayor - Opalo,10.255.132.14,04:18:D6:AE:F7:43,PTP Ubiquiti 5AC,CostaManga,,
activo,Base 33 20,10.132.11.10,DC:9F:DB:36:4E:C2,Omni Ubiquiti,CostaManga,,
activo,Base 33 22,10.132.13.10,DC:9F:DB:36:4E:AB,ubiquiti 17db,CostaManga,,
activo,Base 33 21,10.132.12.10,68:72:51:06:CA:F2,ubiquiti 17db,CostaManga,,
activo,M. Mayor -Rubi,10.255.132.6,D4:CA:6D:F1:17:E8,MTK STX 5AC,CostaManga,,
activo,Dslam M.Mayorsino 24,10.132.17.9,WIRELESSMA:15:24:B9,Inyector DSLAM,CostaManga,,Sino Telecom 16
activo,SW Poblado,10.255.59.4,DC:9F:DB:28:AD:84,Sw Ubiquiti 8,Vaguada,,
activo,Check,10.255.132.100,00:27:19:CA:95:97,Fallo red,CostaManga,,
activo,MKT C332 Mar Mayor,10.255.255.132,4C:5E:0C:E8:5A:FF,MikroTik Device,CostaManga,,
activo,AP-Ipanema 4 Sect,10.133.22.12,D4:CA:6D:E2:25:96,,HotSpot EM,,
activo,Alfonso - HidroEuropa,10.11.11.12,04:18:D6:6E:6D:F2,NanoBridge M5 sur,Pozo E.,,
activo,AP-Pozo Estrecho,10.119.15.12,D4:CA:6D:F7:AF:D6,,HotSpot EM,,
activo,Santi - Alumbres,10.255.2.74,04:18:D6:AE:AB:CF,PTP Ubiquiti 5AC,Sancty,,
activo,MKT Navarro,10.255.255.17,,MikroTik Device,Navarro,,
activo,SW Sanchez Arteco 3,10.14.9.12,24:A4:3C:B3:07:A3,Sw Ubiquiti 5,Arteco,,
activo,CHECK Arteco,10.14.9.8,F8:D1:11:BA:8E:1B,Fallo red,Arteco,,
activo,Central Mediterraneo,169.254.1.120,02:27:22:DA:8F:BA,airFiber,Central ...,,
activo,C5 - RAAA 73,10.255.5.10,04:18:D6:2E:D7:4F,NanoBridge M5 este,Circuito,,
activo,RAAA73 - Circuito,10.255.5.11,04:18:D6:40:DF:5E,NanoBridge M5 norte,Circuito,,
activo,SW RAAA73,10.255.5.12,24:A4:3C:3D:8F:B5,Sw Ubiquiti 5,Circuito,,
activo,BASE 5 9,10.5.25.10,68:72:51:06:C9:4C,Omni Ubiquiti,Circuito,,
activo,Base 1 31,10.1.31.10,68:72:51:06:F7:56,Sectorial Ubiquiti,Central ...,,
activo,Base 1 32,10.1.32.10,68:72:51:08:03:1E,Sectorial Ubiquiti,Central ...,,
activo,Base 17 3 B,10.17.27.10,04:18:D6:C4:68:16,Sectorial Ubiquiti,Navarro,,
activo,Cross RAAA73,10.5.25.18,4C:5E:0C:7E:D0:68,,HotSpot EM,,
activo,Switch PoE 48,10.0.0.4,04:18:D6:31:CC:4E,Switch,Central ...,,
activo,MKT PE Alfonso,10.255.255.11,4C:5E:0C:C9:8A:BE,CCR1009-8G-1S,Pozo E.,,
activo,Nietos - Algar torre,10.255.77.150,02:27:22:DA:94:CA,airFiber,Nietos,,
activo,Switch 1 Nietos Viejos,10.77.39.8,04:18:D6:06:7E:9E,Sw Ubiquiti 8,Nietos,,"Encargado de Fincas y riegos Ibrahim    629.839.040, Oficina Cartagena Miguel Angel Quiñonero  968502941"
desconocido,Urrutias - Los Nietos,10.255.15.3,02:27:22:DA:94:C6,airFiber,Urrutias,,
activo,C6 - Ifepa,10.6.34.11,4C:5E:0C:5D:E0:9A,SXT mikrotik,La Hita,,
desconocido,Ifepa C6,10.6.34.12,4C:5E:0C:5D:7B:C4,SXT mikrotik,La Hita,,
activo,CLUS77SECT0 OM,10.77.10.10,04:18:D6:C4:69:34,Omni Ubiquiti,Nietos,,
activo,CLU77SECT1,10.77.11.10,04:18:D6:4C:8F:D6,Sectorial Titanium,Nietos,,
activo,CLU77SECT3,10.77.13.10,04:18:D6:84:B2:F0,Sectorial Titanium,Nietos,,
activo,SW Unifis,10.88.202.57,DC:9F:DB:29:5A:FA,Sw Ubiquiti 5,Calvario..,,
activo,Oryx - Lahita,10.6.35.41,04:18:D6:F2:1D:04,PTP Ubiquiti 30d,La Hita,,
activo,SW1  Galifa,10.55.10.11,DC:9F:DB:28:AF:EA,Sw Ubiquiti 8,Galifa,,Pepe  Aznar (pollos) telefono 666684608
activo,Base 5.0,10.55.11.10,DC:9F:DB:0A:0A:8E,Omni Ubiquiti,Galifa,,
activo,Base 55.2,10.55.13.10,DC:9F:DB:58:9D:9C,Sectorial Ubiquiti,Galifa,,"Canteras, orientado 120º E"
activo,Galifa - Canteras Centro,10.255.57.4,04:18:D6:2E:CF:D9,NanoBridge M5 este,Galifa,,
activo,Union y confianza,10.55.22.12,24:A4:3C:8E:A0:AD,NanoBridge M5 oeste,Galifa,,
activo,Galifa union y confianza,10.55.22.11,24:A4:3C:F2:45:30,NanoBridge M5 este,Galifa,,
activo,Fallo corriente,10.55.20.9,D8:5D:4C:A6:C3:99,Fallo red,Galifa,,
activo,Galifa - Palmero,10.255.50.37,04:18:D6:AE:AA:42,PTP Ubiquiti 5AC,Galifa,,
activo,PTP S Arteco SJ Park,10.14.36.13,04:18:D6:C4:68:58,PTP Ubiquiti 30d,Arteco,,
activo,SW San Javier Park,10.255.225.3,DC:9F:DB:28:AF:79,Sw Ubiquiti 8,SJ Park,,
activo,AC SJP - C225,10.22.14.29,04:18:D6:F8:CE:8C,PTP Ubiquiti 5AC,SJ Park,,
activo,Circuito Sensei,10.5.15.11,04:18:D6:5C:A0:72,NanoBridge M5 este,Circuito,,
activo,Sw Poe Circuito,10.5.10.11,04:18:D6:31:D3:65,Switch,Circuito,,Modesto trabajo 682.359.085
activo,SW 2 Galifa,10.55.20.11,24:A4:3C:3D:AD:BB,Sw Ubiquiti 8,Galifa,,
activo,CLU77SECT2,10.77.12.10,04:18:D6:4C:8E:ED,Sectorial Titanium,Nietos,,
activo,CLU77SECT4,10.77.14.10,04:18:D6:4C:94:71,Sectorial Titanium,Nietos,,
activo,Base 55.1,10.55.12.10,24:A4:3C:46:8B:9A,Sectorial Ubiquiti,Galifa,,
activo,Base 55.3,10.55.14.10,24:A4:3C:46:8B:A9,Sectorial Ubiquiti,Galifa,,
activo,Base 82 1,10.8.37.10,68:72:51:06:F8:30,Omni Ubiquiti,Valero,,
desconocido,Horizontalia,185.44.27.220,00:27:22:9C:68:D3,NanoBridge M5 este,Valero,,Switch3 Puerto1
activo,MKT Valero,10.255.255.8,,MikroTik Device,Valero,,
activo,Dslam SJ Park,10.225.27.9,WIRELESSMA:15:24:89,Inyector DSLAM,SJ Park,,
activo,PTP 11525 Desarrollos Golf,10.14.32.11,DC:9F:DB:6A:B8:66,,Arteco,,
activo,Arteco - Riegos Lev,10.14.21.11,04:18:D6:2C:6F:AF,NanoBridge M5 este,Arteco,,
activo,Riegos Lev - Arteco,10.14.21.12,04:18:D6:2E:01:FC,NanoBridge M5 este,Arteco,,
activo,Arteco - flomar,10.14.23.11,04:18:D6:38:E1:A8,NanoBridge M5 este,Arteco,,
activo,flomar - Arteco,10.14.23.12,04:18:D6:3E:0C:22,NanoBridge M5 este,Arteco,,
activo,Lab Surinver - Arteco,10.14.25.12,04:18:D6:38:E0:FE,NanoBridge M5 este,Arteco,,
activo,Arteco - Lab Surinver,10.14.25.11,04:18:D6:40:E0:24,NanoBridge M5 este,Arteco,,
activo,CN Los nietos - E.B. Los Nietos,10.255.77.29,4C:5E:0C:57:6D:A9,SXT mikrotik,Nietos,,
activo,Base 16 1,10.77.37.10,DC:9F:DB:04:08:CC,Omni Ubiquiti,Nietos,,
activo,SW CN Nietos,10.255.77.28,24:A4:3C:3D:8F:B1,Sw Ubiquiti 5,Nietos,,
activo,Ifepa - Hita,10.6.30.11,24:A4:3C:D6:E5:15,PTP Ubiquiti 30d,La Hita,,
desconocido,Ifepa - Cliente,10.6.30.12,04:18:D6:38:E4:DC,PTP Ubiquiti 30d,La Hita,,
desconocido,Mikrotik Ifepa Party,185.44.27.207,4C:5E:0C:43:AE:E9,MikroTik Device,La Hita,,
activo,Tifon - Circuito,10.5.16.12,04:18:D6:2E:D7:55,NanoBridge M5 este,Clientes PTP,,
activo,MKT Calvario,10.255.255.104,,CCR1009-8G-1S,Calvario..,,
activo,Calvario - Navantia buques,10.4.21.11,04:18:D6:38:E8:6D,NanoBridge M5 este,Calvario..,,
desconocido,Navantia Sunr,185.44.25.11,04:18:D6:3E:E7:07,NanoBridge M5 este,Calvario..,,"SSID: C4oct9376, Luismi - El buque se ha ido."
activo,Base 4 09,10.42.11.10,68:72:51:06:71:42,Omni Ubiquiti,Calvario..,,
activo,SW 1  POE 24 Bocas,10.10.10.11,04:18:D6:31:D1:DC,Switch,Comyr,,Puerto 17 - 24 Passive (Desactivado temporalmente)
desconocido,Navantia Artic,10.4.21.12,04:18:D6:3E:E7:07,NanoBridge M5 este,Clientes PTP,,
activo,Base 10. 01 TT,10.10.19.10,04:18:D6:A6:E5:0F,Sectorial Ubiquiti,Comyr,,
activo,Base 10.02 TT,10.10.18.10,04:18:D6:84:B3:E5,Sectorial Ubiquiti,Comyr,,
activo,MKT C73 Mar Azul,10.255.255.73,4C:5E:0C:C3:AE:9C,MikroTik Device,P.Honda,,
activo,SW1 C73  Mar Azul,10.73.10.11,04:18:D6:07:49:ED,Sw Ubiquiti 5,P.Honda,,Pepe Martinez  609468000
activo,Base 73 1,10.73.11.10,68:72:51:06:C5:00,Omni Ubiquiti,P.Honda,,
activo,Base 73 3,10.73.13.10,68:72:51:06:C3:BA,Sectorial Ubiquiti,P.Honda,,
activo,Base 73 2,10.73.12.10,24:A4:3C:9A:B5:9A,Sectorial Ubiquiti,P.Honda,,Hacia cabo de palos
activo,Base 73 4,10.73.40.10,68:72:51:06:C4:BB,Sectorial Ubiquiti,P.Honda,,
activo,Ma Riti1 Riti3,10.73.40.5,04:18:D6:90:CD:5F,NanoBridge M5 oeste,P.Honda,,
activo,Mar azul - Arcosur,10.255.7.83,04:18:D6:AE:AC:0E,PTP Ubiquiti 30d,P.Honda,,
activo,MA Rit3 riti1,10.73.40.6,04:18:D6:AA:44:B6,NanoBridge M5 oeste,P.Honda,,
desconocido,router Check,10.7.3.8,00:23:F8:05:AA:0D,Fallo red,P.Honda,,
activo,AP-Mar Azul Piscina,10.73.14.11,4C:5E:0C:C2:88:DE,,HotSpot EM,,
activo,AP-Mar Azul PHonda,10.73.15.11,4C:5E:0C:C8:66:F2,,HotSpot EM,,
activo,AP-Mar Azul Cpalos,10.73.16.11,4C:5E:0C:C6:AE:22,,HotSpot EM,,
activo,MKT Urrutias,10.255.255.15,,MikroTik Device,Urrutias,,
activo,Base 15.2B,10.15.21.10,24:A4:3C:46:D5:AA,Sectorial Ubiquiti,Urrutias,,antena sectorial
activo,C15 - Salvador Mellinas,10.15.11.11,24:A4:3C:EA:12:CA,NanoBridge M5 este,Urrutias,,
activo,C8 - La Loma,10.255.8.34,04:18:D6:26:26:0C,NanoBridge M5 oeste,Valero,,
activo,Check Albamar,10.222.20.8,00:23:CD:D5:C4:8D,Fallo red,P.Aledo,,Router piso superior
activo,Inyector Albamar-2,10.222.17.9,WIRELESSMA:15:24:45,Inyector DSLAM,P.Aledo,,Planta inferior
activo,Mikrotik Villaralto,10.255.255.22,4C:5E:0C:C5:D9:35,MikroTik Device,Villaralto,,
activo,MKT Albamar,10.255.255.222,"D4:CA:6D:DD:7A:90, D4:CA:6D:DD:7A:93",MikroTik Device,P.Aledo,,Router piso superior
activo,SW Poe Albamar,10.222.20.11,24:A4:3C:3C:92:C8,Sw Ubiquiti 8,P.Aledo,,Router piso superior
activo,Albamar - Villaralto,10.255.22.43,DC:9F:DB:02:67:CB,NanoBridge M5 este,P.Aledo,,Planta inferior
activo,Check Albamar-2,10.222.17.8,00:23:CD:D9:38:37,Fallo red,P.Aledo,,Planta inferior
activo,Albamar - Agromediterranea,10.229.13.11,04:18:D6:AA:2D:F5,NanoBridge M5 este,P.Aledo,,Planta inferior
activo,Base 222 0,10.222.11.10,04:18:D6:C4:69:0D,Omni Ubiquiti,P.Aledo,,Planta inferior
activo,Base 222 2,10.222.13.10,DC:9F:DB:68:B9:1B,Sectorial Ubiquiti,P.Aledo,,Planta inferior
activo,Base 222 1,10.222.12.10,DC:9F:DB:0A:0C:CA,Sectorial Ubiquiti,P.Aledo,,Planta inferior
activo,Base 222 3,10.222.14.10,04:18:D6:C4:68:07,Sectorial Ubiquiti,P.Aledo,,Planta inferior
activo,Villaralto - Albamar,10.255.22.42,04:18:D6:24:C0:78,NanoBridge M5 oeste,Villaralto,,
activo,Cismur - Villaralto,10.22.28.14,24:A4:3C:D6:D7:1C,NanoBridge M5 este,Villaralto,,
activo,S.Sancayet-Villaralto,10.22.25.12,00:27:22:38:3A:95,NanoBridge M5 este,Villaralto,,
activo,C22 - S.Sancayet,10.22.25.11,04:18:D6:AA:2D:D1,NanoBridge M5 este,Villaralto,,
activo,Las Claras - villaralto,10.22.31.12,68:72:51:04:C8:28,PTP Ubiquiti 30d,Villaralto,,
activo,Greype - Villaralto,10.22.32.12,DC:9F:DB:EC:03:53,NanoBridge M5 este,Villaralto,,
activo,Adelfas 2,10.15.23.247,DC:9F:DB:8E:9C:67,NanoBridge M5 este,Adelfas 1,,
activo,Adelfas 1,10.15.23.251,24:A4:3C:8E:2E:73,NanoBridge M5 este,Adelfas 1,,
